key,value,date
Arsenal,-57.65,4/12/69
Arsenal,-77.42,4/19/69
Arsenal,-59.96,4/23/69
Arsenal,-53.83,5/15/69
Arsenal,-53.34,8/9/69
Arsenal,-67.62,8/16/69
Arsenal,-80.47,8/23/69
Arsenal,-70.11,8/27/69
Arsenal,-75.62,8/30/69
Arsenal,-81.95,9/6/69
Arsenal,-92.11,9/13/69
Arsenal,-88.02,9/17/69
Arsenal,-88.03,9/20/69
Arsenal,-94.47,9/27/69
Arsenal,-102.47,10/1/69
Arsenal,-102.46,10/4/69
Arsenal,-107.33,10/11/69
Arsenal,-97.58,10/18/69
Arsenal,-96.94,10/25/69
Arsenal,-105.79,11/1/69
Arsenal,-73.60,11/8/69
Arsenal,-58.58,11/12/69
Arsenal,-58.59,11/15/69
Arsenal,-72.41,11/22/69
Arsenal,-79.39,11/26/69
Arsenal,-52.81,12/6/69
Arsenal,-80.74,12/13/69
Arsenal,-72.25,1/10/70
Arsenal,-87.55,1/17/70
Arsenal,-97.92,1/31/70
Arsenal,-93.40,2/28/70
Arsenal,-101.58,3/4/70
Arsenal,-87.85,3/17/70
Arsenal,-90.70,3/18/70
Arsenal,-90.70,3/21/70
Arsenal,-85.68,3/28/70
Arsenal,-75.03,4/1/70
Arsenal,-81.20,4/15/70
Arsenal,-74.04,4/19/70
Arsenal,-74.04,4/29/70
Arsenal,-80.22,8/15/70
Arsenal,-77.39,8/22/70
Arsenal,-61.29,8/29/70
Arsenal,-67.13,9/5/70
Arsenal,-55.38,9/12/70
Arsenal,-41.36,9/16/70
Arsenal,-41.23,9/19/70
Arsenal,-41.53,9/23/70
Arsenal,-41.53,9/26/70
Arsenal,-60.53,9/30/70
Arsenal,-60.91,10/3/70
Arsenal,-48.13,10/10/70
Arsenal,-41.52,10/17/70
Arsenal,-35.70,10/21/70
Arsenal,-40.69,10/24/70
Arsenal,-31.82,10/31/70
Arsenal,-19.92,11/4/70
Arsenal,-19.62,11/7/70
Arsenal,-20.14,11/14/70
Arsenal,-10.02,11/21/70
Arsenal,-6.37,11/28/70
Arsenal,0.00,12/5/70
Arsenal,0.00,12/12/70
Arsenal,0.00,12/19/70
Arsenal,0.00,1/9/71
Arsenal,0.00,1/16/71
Arsenal,0.00,1/30/71
Arsenal,0.00,2/6/71
Arsenal,0.00,2/20/71
Arsenal,0.00,3/9/71
Arsenal,0.00,3/10/71
Arsenal,0.00,3/13/71
